TimeStamp,"Symbol","Price","Change from the Close","Change from the Close","Volume Today","Volume Today","Relative Volume","Position in Range"
2026-04-17 14:39:10,"INFQ","17.7675","2.1975","14.11368","30462882","525.99968","12.020171","35.073937"
2026-04-17 14:39:10,"APG","46.5","2.11","4.7533228","6880334","287.96406","5.687292","81.339713"
2026-04-17 14:39:10,"NFLX","97.195","-10.595","-9.8292977","97570658","270.68451","4.5963305","57.554945"
2026-04-17 14:39:10,"MSTR","165.24","16.3","10.944004","40932623","255.66694","3.5144839","59.184727"
2026-04-17 14:39:10,"CELH","35.36","0.51","1.4634146","12805868","215.93701","3.4540161","51.267606"
2026-04-17 14:39:10,"FIG","18.785","-1.535","-7.5541339","28666817","194.74869","3.3748898","3.0556566"
2026-04-17 14:39:10,"OKLO","67.415","3.205","4.9914344","20026449","188.59117","3.32751","26.61987"
2026-04-17 14:39:10,"FRO","37.47","2.32","6.6002845","5904943","177.92661","2.3336161","69.868996"
2026-04-17 14:39:10,"CPRX","26.07","0.18","0.69524913","2076050","174.59296","4.0912996","43.137255"
2026-04-17 14:39:10,"NI","48.4998","0.7798","1.6341157","5945325","173.55178","4.41098","67.306931"
2026-04-17 14:39:10,"CHYM","23.995","0.585","2.4989321","5363041","170.4718","2.4079016","56.613757"
2026-04-17 14:39:10,"RELY","19.91","0.28","1.4263882","5113234","168.02747","3.4633922","30.952381"
2026-04-17 14:39:10,"MTDR","55.75","-3.15","-5.3480475","2582851","167.16444","2.8530358","99.667221"
2026-04-17 14:39:10,"VLO","224.2293","-17.510705","-7.2436109","4948341","166.61776","2.3282179","66.615115"
2026-04-17 14:39:10,"SAP","180.465","3.0549963","1.7219978","5808819","166.40905","3.0313325","4.7985782"
2026-04-17 14:39:10,"HSAI","23.6","-0.94","-3.8304808","2306776","162.7578","1.9525101","9.3333333"
2026-04-17 14:39:10,"HIMS","28.11","1.12","4.1496851","46219315","161.8205","1.7487109","29.831933"
2026-04-17 14:39:10,"LQDA","39.615","-1.785","-4.3115942","1598224","158.52849","2.2928977","41.829268"
2026-04-17 14:39:10,"SMR","12.685","1.275","11.174408","54434351","158.25939","3.527572","57.291667"
2026-04-17 14:39:10,"AA","65.6294","-4.7806","-6.7896606","7497862","157.0594","2.1320842","57.764444"
2026-04-17 14:39:10,"ALK","45.3551","4.2051","10.218955","6807315","154.4462","2.2210443","50.029547"
2026-04-17 14:39:10,"VTR","85.29","-0.22","-0.25727985","4650649","153.0715","4.2928786","70.989761"
2026-04-17 14:39:10,"NN","22.33","0.84","3.9087948","3314918","151.89894","3.5403151","73.417722"
2026-04-17 14:39:10,"IR","86.05","2.38","2.8445082","5050851","150.69079","3.3512052","56.088561"
2026-04-17 14:39:10,"DB","33.81","1","3.0478513","4857173","150.52441","1.9934381","30.470348"
2026-04-17 14:39:10,"AMKR","68.295","5.395","8.5771065","4771381","148.6581","2.6209717","82.96355"
2026-04-17 14:39:10,"SYM","63.975","3.415","5.6390357","1735662","145.61986","2.6420896","65.935335"
2026-04-17 14:39:10,"DVN","44.21","-1.57","-3.4294452","16884274","145.56616","1.8459385","98.494624"
2026-04-17 14:39:10,"USAR","19.7409","1.3109","7.1128595","16627171","145.22102","2.0340939","31.379518"
2026-04-17 14:39:10,"PBF","36.395","-6.235","-14.62585","4084395","144.95596","1.9484025","7.8308088"
2026-04-17 14:39:10,"RCL","287.7537","21.803688","8.1984158","3364642","144.92148","2.5873337","46.191051"
2026-04-17 14:39:10,"EXC","46.815","-0.775","-1.6284934","9837672","143.6063","2.9298164","97.209302"
2026-04-17 14:39:10,"COGT","37.14","0.95","2.6250345","2821004","143.13155","2.5095335","81.578947"
2026-04-17 14:39:10,"EPD","36.585","-0.745","-1.9957139","5841415","142.89431","2.682617","49.390244"
2026-04-17 14:39:10,"GLXY","26.02","1.59","6.5083913","7565919","142.78695","2.5504114","50.572082"
2026-04-17 14:39:10,"ALLY","45.315","3.355","7.9957102","4412166","142.22489","2.8093151","78.603604"
2026-04-17 14:39:10,"W","82.155","4.845","6.2669771","4454104","138.19514","2.6309611","45.057034"
2026-04-17 14:39:10,"IMVT","28.9","1.55","5.6672761","2173927","137.95415","3.7051616","70.707071"
2026-04-17 14:39:10,"KC","18.34","1.11","6.4422519","1615398","137.76853","1.581372","95.505618"
2026-04-17 14:39:10,"AMRZ","58.4","1.22","2.1336132","2880837","137.58085","2.0698074","52.156863"
2026-04-17 14:39:10,"CBSH","50.535","0.085","0.16848365","1436769","136.56449","3.006697","17.894737"
2026-04-17 14:39:10,"ALB","202.1","-13.519995","-6.2702882","2660969","133.65169","2.5533046","53.260016"
2026-04-17 14:39:10,"MPLX","55.4","0.16","0.28964518","2425841","131.66873","2.9003252","92.631579"
2026-04-17 14:39:10,"VIK","85.61","5.3","6.5994272","3907554","131.4432","2.6008193","81.470588"
2026-04-17 14:39:10,"COIN","207.905","8.0800031","4.0435397","12255090","131.00543","1.6614181","37.824716"
2026-04-17 14:39:10,"DOW","36.125","-3.795","-9.506513","18404945","130.96057","1.8939345","75.714286"
2026-04-17 14:39:10,"PONY","11.605","0.635","5.7885141","4190666","130.64277","1.3321718","52.142857"
